text,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
. @AmericanAir announces changes to emotional support animal policy. Video and more details... http:// news.aa.com/news/news-deta ils/2018/American-Airlines-Announces-Changes-to-Emotional-Support-Animal-Policy/default.aspx … pic.twitter.com/EUfXijquWZ,announces changes emotional support animal policy Video details http news aa com news news deta ils American Airlines Announces Changes Emotional Support Animal Policy default aspx pic twitter com EUfXijquWZ,0,31,0,1,17,1,0,0,0,9, announces changes emotional support animal policy Video details HTTP news AA com news news date eels American Airlines Announces Changes Emotional Support Animal Policy default asp pic twitter com 
Never fly @AmericanAir ever. Just ruined 30 students study abroad trip we’ve been looking forward to for MONTHS by canceling a last minute flight with no alternate options for any of us. Absolutely unacceptable.,Never fly ever Just ruined students study abroad trip looking forward MONTHS canceling last minute flight alternate options us Absolutely unacceptable,1,21,1,0,33,1,0,0,0,5, Never fly ever Just ruined students study abroad trip looking forward MONTHS canceling last minute flight alternate options us Absolutely unacceptable
"Update: we will have to crash at our connecting airport for a few hours, further making this full of first world problems. However, both Trent and Dakota at Des Moines counter have been great and gracious and deserve a raise from @AmericanAir .",Update crash connecting airport hours making full first world problems However Trent Dakota Des Moines counter great gracious deserve raise,0,21,1,2,40,1,0,0,0,6, Update crash connecting airport hours making full first world problems However Trent Dakota Es Moises counter great gracious deserve raise
Thanks to @AmericanAir this evangelical finally agrees with his Catholic editor @DeaceOnline — purgatory does indeed exist.,Thanks evangelical finally agrees Catholic editor purgatory indeed exist,0,11,0,0,17,1,0,0,0,4, Thanks evangelical finally agrees Catholic editor purgatory indeed exist
"Even worse I’m subjected to CNN lobbying for marijuana on television past hour. Which, not coincidentally, is beginning to sound like a compelling argument after this experience with @AmericanAir .",Even worse I subjected CNN lobbying marijuana television past hour Which coincidentally beginning sound like compelling argument experience,1,17,2,1,27,1,0,0,0,6, Even worse I subjected CNN lobbying marijuana television past hour Which coincidentally beginning sound like compelling argument experience
"Portland, Oregon to Puerto Rico for only $337 roundtrip with @AmericanAir . http://www. secretflying.com/posts/portland -oregon-to-puerto-rico-for-only-344-roundtrip/ … pic.twitter.com/AHYQ7ItAJq",Portland Oregon Puerto Rico roundtrip http www secretflying com posts portland oregon puerto rico roundtrip pic twitter com AHYQ ItAJq,1,21,0,0,17,1,0,0,0,9, Portland Oregon Puerto Rico round trip HTTP WWW secret flying com posts Portland Oregon Puerto Rico round trip pic twitter com AHOY Fajita
"Drake Rowing is stranded the night before finals after coming back from conference, help us @AmericanAir pic.twitter.com/ckxJANBkWA",Drake Rowing stranded night finals coming back conference help us pic twitter com ckxJANBkWA,0,15,0,0,17,1,0,0,0,3, Drake Rowing stranded night finals coming back conference help us pic twitter com 
. @AmericanAir N720AN #77W taxis for departed at KPAE this afternoon. pic.twitter.com/xV0LI1VFQx,N AN W taxis departed KPAE afternoon pic twitter com xV LI VFQx,3,13,0,0,12,1,0,0,1,5, N AN W taxis departed PUPAE afternoon pic twitter com xv LI VF
Well another delay from @AmericanAir any chance you can help us out here so we can make our connection to Manchester?! Not ideal when we had the same problems getting out here!,Well another delay chance help us make connection Manchester Not ideal problems getting,0,13,2,2,28,1,0,0,0,3, Well another delay chance help us make connection Manchester Not ideal problems getting
Does @AmericanAir really not offer any sort of compensation for a delayed flight resulting in a missed connection and then a completely canceled flight with the only possible option of flying the next day? Not even a hotel voucher?,Does really offer sort compensation delayed flight resulting missed connection completely canceled flight possible option flying next day Not even hotel voucher,0,21,2,0,37,1,0,0,0,3, Does really offer sort compensation delayed flight resulting missed connection completely canceled flight possible option flying next day Not even hotel voucher
"Yeah, I'm gonna disagree. I fly constantly. 12 flights this week alone! Big airlines, commuter flights, cross country, short hops. So I'm probably a pretty good gauge of what's good and bad service.",Yeah I gonna disagree I fly constantly flights week alone Big airlines commuter flights cross country short hops So I probably pretty good gauge good bad service,0,23,1,3,29,1,0,0,0,12, Yeah I gonna disagree I fly constantly flights week alone Big airlines commuter flights cross country short hops So I probably pretty good gauge good bad service
Once again I am reminded just how much I hate @AmericanAir,Once I reminded much I hate,0,4,1,0,10,1,0,0,0,1, Once I reminded much I hate
The free meal on today's transcon @Delta flight. Same delicious pastrami sandwich as last time. Puts @AmericanAir 's mediocre buy on board sandwich to shame. #PaxEx pic.twitter.com/65GenIMbnH,The free meal today transcon flight Same delicious pastrami sandwich last time Puts mediocre buy board sandwich shame PaxEx pic twitter com GenIMbnH,0,23,1,2,24,1,0,0,1,9, The free meal today trans con flight Same delicious pastrami sandwich last time Puts mediocre buy board sandwich shame Poleaxe pic twitter com Guggenheim
The Conference of Latin American Geographers in Costa Rica in 1 week is noted in @AmericanAir magazine by @MariaFadiman -- http:// magazines.aa.com/en/features/20 … @CLAGGeography @theAAG @LASACONGRESS #thanksfortheshoutoutmaria !,The Conference Latin American Geographers Costa Rica week noted magazine http magazines aa com en features thanksfortheshoutoutmaria,0,21,0,0,28,1,0,0,1,11, The Conference Latin American Geographers Coats Rice week noted magazine HTTP magazines AA com en features 
They’re playing one direction on the plane. I love @AmericanAir,They playing one direction plane I love,0,6,0,1,9,1,0,0,0,3, They playing one direction plane I love
My belongings took a nice trip to the Dominican Republic w/ out me. Just happy to have my stuff back! @AmericanAir pic.twitter.com/mRb5s1MfOg,My belongings took nice trip Dominican Republic w Just happy stuff back pic twitter com mRb MfOg,0,16,0,2,20,1,0,0,0,5, My belongings took nice trip Dominican Republic w Just happy stuff back pic twitter com Rb M Fog
"so @AmericanAir has overbooked our Nashville flight by 10 ppl and offered $2000 vouchers to 10 volunteers to take a later flight. SEE YOU IN OCTOBER, LONDON #TitanUp",overbooked Nashville flight ppl offered vouchers volunteers take later flight SEE YOU IN OCTOBER LONDON TitanUp,5,15,0,0,28,1,0,0,1,5, overbooked Nashville flight pol offered vouchers volunteers take later flight SEE YOU IN OCTOBER LONDON Titan Up
On my way to MSP to attend another MMS! Looking forward to seeing everyone. Flying first class today! I am exited but not to sure about the guy behind me? @AmericanAir @mmsmoa #MMSMOA #CountryCloudBoy pic.twitter.com/02KIKtg0WO – at Dallas/Fort Worth International Airport (DFW),On way MSP attend another MMS Looking forward seeing everyone Flying first class today I exited sure guy behind MMSMOA CountryCloudBoy pic twitter com KIKtg WO Dallas Fort Worth International Airport DFW,5,32,0,1,41,1,0,0,2,12, On way MAP attend another MM Looking forward seeing everyone Flying first class today I exited sure guy behind SAMOA Countermelody pic twitter com Kitting QUO Dallas Fort Worth International Airport FWD
"This @AmericanAir pilot gives roses to all the moms on his #MothersDay flights. Here’s to you, Mom! pic.twitter.com/uprt1SRWoS",This pilot gives roses moms MothersDay flights Here Mom pic twitter com uprt SRWoS,0,13,0,0,18,1,0,0,1,7, This pilot gives roses moms Mothers Day flights Here Mom pic twitter com up rt Swoosh
Gotta love seat 4A. Even if I were 6 feet tall I would have plenty of legroom. Thanks @AmericanAir ... Shout out to @dazeworks for the great backpack. pic.twitter.com/e53iWljA9O,Gotta love seat A Even I feet tall I would plenty legroom Thanks Shout great backpack pic twitter com e iWljA O,0,20,0,2,27,1,0,0,0,7, Gotta love seat A Even I feet tall I would plenty legroom Thanks Shout great backpack pic twitter com e jawline O
Pre-Flight preps underway for the next #737MAX for @AmericanAir 6944 1B110 44450 N316RK 737-8 American Airlines pic.twitter.com/aKXHFmCGfA,Pre Flight preps underway next MAX B N RK American Airlines pic twitter com aKXHFmCGfA,2,16,0,0,17,1,0,0,1,5, Pr Flight preps underway next MAX B N R American Airlines pic twitter com 
A first class upgrade on @AmericanAir - a great way to start off @mmsmoa ! #mmsmoa pic.twitter.com/u92dOi1cyq,A first class upgrade great way start mmsmoa pic twitter com u dOi cyq,0,15,0,1,16,1,0,0,1,6, A first class upgrade great way start Samoa pic twitter com u d Oi cyan
What in the world is going on over at @AmericanAir ?! pic.twitter.com/wPPk3q6tXv,What world going pic twitter com wPPk q tXv,0,9,0,0,12,1,0,0,0,3, What world going pic twitter com WP q t Xv
"Cairo, Egypt to Charlotte, North Carolina for only $541 USD roundtrip with @AmericanAir & @British_Airways . http://www. secretflying.com/posts/cairo-eg ypt-charlotte-north-carolina-519-usd-roundtrip/ … pic.twitter.com/8XIJPVMbSc",Cairo Egypt Charlotte North Carolina USD roundtrip http www secretflying com posts cairo eg ypt charlotte north carolina usd roundtrip pic twitter com XIJPVMbSc,1,27,0,0,21,1,0,0,0,12, Cairo Egypt Charlotte North Carolina US round trip HTTP WWW secret flying com posts Cairo eh pt Charlotte north Carolina us round trip pic twitter com 
I just sent you an email via customer relations @AmericanAir I expect a prompt response after your 5hr update shenanigans. *currently in a rental driving to destination because you couldn’t get me another flight today!,I sent email via customer relations I expect prompt response hr update shenanigans currently rental driving destination get another flight today,0,20,0,1,34,1,0,0,0,5, I sent email via customer relations I expect prompt response hr update shenanigans currently rental driving destination get another flight today
"@AmericanAir please tell me why the pilot on flight #AA2482 5/10/18 HAV to MIA, 9 PM, said ""make america great again"" at the end of the flight? To a plane full of Cubans? what in the racist hell?",please tell pilot flight AA HAV MIA PM said make america great end flight To plane full Cubans racist hell,4,20,1,1,36,1,0,0,1,10, please tell pilot flight AA HA MIA PM said make America great end flight To plane full Cubans racist hell
@CLTAirport tonights sunset @AmericanAir find me on instagram @dncphotos pic.twitter.com/qtZKDgxiuW,tonights sunset find instagram pic twitter com qtZKDgxiuW,0,11,0,0,10,0,0,0,0,4, tonight sunset find Instagram pic twitter com 
Love seeing my city and airport from this view. Glad to be home...until next week @AmericanAir @CLTAirport pic.twitter.com/ngxzTkjGU7,Love seeing city airport view Glad home next week pic twitter com ngxzTkjGU,0,15,0,2,16,1,0,0,0,5, Love seeing city airport view Glad home next week pic twitter com 
Finally got to fly on a @AmericanAir @BoeingAirplanes 787-900 Dreamliner from Chicago to London. Beautiful airship! @WTHRcom @visitlondon #13AtTheRoyalWedding pic.twitter.com/Uwoc7siCAP,Finally got fly Dreamliner Chicago London Beautiful airship AtTheRoyalWedding pic twitter com Uwoc siCAP,0,18,0,1,19,1,0,0,1,9, Finally got fly Dream liner Chicago London Beautiful airship Weatherboarding pic twitter com Occur aphasic
"friendly reminder to all that @SouthwestAir still serves peanuts on their flights because it's their ""brand"" or whatever. good thing I'm flying @AmericanAir today and I haven't spent the past 4 hours worried that I might have to stab myself with an epi-pen at 30,000 feet.",friendly reminder still serves peanuts flights brand whatever good thing I flying today I spent past hours worried I might stab epi pen feet,0,23,2,2,42,1,0,0,0,10, friendly reminder still serves peanuts flights brand whatever good thing I flying today I spent past hours worried I might stab epee pen feet
"7 hour delay with cancellation on @AmericanAir Flight1529 last night and today customer service calls to say they won’t be doing anything have a nice day. GEE THANKS worst airline in America, for wasting even more of my time #flyerrights",hour delay cancellation Flight last night today customer service calls say anything nice day GEE THANKS worst airline America wasting even time flyerrights,2,24,3,1,36,1,0,0,1,5, hour delay cancellation Flight last night today customer service calls say anything nice day GEE THANKS worst airline America wasting even time flyweights
"Really enjoyed moderating panel on #humanrights of LGBTI people and Tourism. Thank you @Hyatt , @Airbnb , @AmericanAir , @Marriott , @lufthansa , @SondersBeach , @VirginAmerica for your support to #biz4lgbti Standards of Conduct 4 business #IGLTA2018 pic.twitter.com/LpfjjI6cRC",Really enjoyed moderating panel humanrights LGBTI people Tourism Thank support biz lgbti Standards Conduct business IGLTA pic twitter com LpfjjI cRC,2,28,0,3,35,1,0,0,3,18, Really enjoyed moderating panel human rights LGBT people Tourism Thank support biz LGBT Standards Conduct business TAIGA pic twitter com  RC
